,brand_ch,brand_en,cleaned_brand,sim_ch,repeat,sim_en,repeaten
261,茶寶,teapower,teapower茶寶,[],0,"[('e-power', 80), ('a+ power', 80)]",0
262,絕色紐約,absolute new york,absolute new york絕色紐約,[],0,[],0
263,希翠斯,citrus,citrus希翠斯,[],0,[],0
264,歐克威爾,oh-care,oh-care歐克威爾,[],0,[],0
265,珂莉奧,clio,clio珂莉奧,[],0,[],0
266,肌膚之鑰,cle de peau beaute,cle de peau beaute肌膚之鑰,[],0,[],0
267,熊寶貝,snuggle,snuggle熊寶貝,['熊寶貝'],0,[],0
268,第一饗宴,firstmate,firstmate第一饗宴,[],0,[],0
269,摩卡,mocca,mocca摩卡,[],0,[],0
270,視界,e,e視界,[],0,[],0
271,樂扣樂扣,locknlock,locknlock樂扣樂扣,[],0,[],0
272,力保美達,lipovitan,lipovitan力保美達,[],0,[],0
273,卡氛,kafen,kafen卡氛,['卡氛'],0,[],0
274,飛柔,pert,pert飛柔,[],0,[],0
275,冠能,pro plan,pro plan冠能,[],0,[],0
276,伊崎,ikiiki,ikiiki伊崎,[],0,"[('kiki', 80)]",0
277,統一,lp33,lp33統一,['統一'],1,"[('lp33', 100)]",0
278,紅牛,red cow,red cow紅牛,['紅牛'],1,[],0
279,資生堂國際櫃,shiseido,shiseido資生堂國際櫃,[],0,"[('shiseido men', 80)]",1
280,安耐曬,anessa,anessa安耐曬,[],0,[],0
281,未來美,mirae,mirae未來美,[],0,[],0
282,理想,perfect,perfect理想,[],0,[],0
283,美士,nutro,nutro美士,[],0,[],0
284,猋,pure,pure猋,['猋'],0,"[('pure', 100), ('pureal', 80)]",1
285,思波綺,tsubaki,tsubaki思波綺,[],0,[],0
286,台灣三洋,sanlux,sanlux台灣三洋,['台灣三洋'],0,[],1
287,絲蘊,syoss,syoss絲蘊,[],0,[],0
288,海爾,haier,haier海爾,['海爾'],0,[],0
289,貓倍麗,monpetit,monpetit貓倍麗,[],0,[],0
290,愛樂齒,ora2,ora2愛樂齒,[],0,[],0
291,麗克特,recolte,recolte麗克特,['麗克特'],0,[],0
292,帕瑪氏,palmer's,palmer's帕瑪氏,[],0,[],0
293,御衣坊,akira,akira御衣坊,['御衣坊'],0,[],0
294,純淨妍,pure.tiful,pure.tiful純淨妍,[],0,[],0
295,土耳其,e.s.t.,e.s.t.土耳其,[],0,[],0
296,薇姿,vichy,vichy薇姿,[],0,[],0
297,歐萊德,oright,oright歐萊德,['歐萊德'],1,[],0
298,波特嫚,tt kotemein tt,tt kotemein tt波特嫚,[],0,[],0
299,凱瑞克,kalorik,kalorik凱瑞克,[],0,[],0
300,大同,tatung,tatung大同,[],0,[],0
301,提提研,ttm,ttm提提研,[],0,[],0
302,法緻,fees,fees法緻,[],0,"[('fees', 100)]",0
303,德國植萃,cosnature,cosnature德國植萃,[],0,[],0
304,惠百施,ebisu,ebisu惠百施,[],0,"[('yebisu', 91)]",0
305,香草集,justherb,justherb香草集,['香草集'],0,"[('justherb', 100)]",0
306,澳洲依美油,u beauty,u beauty澳洲依美油,[],0,"[('beauty', 86), ('pure beauty', 84), ('ks beauty', 82)]",0
307,雀巢,nestle,nestle雀巢,['雀巢'],0,[],0
308,雷柏,rapoo,rapoo雷柏,[],0,[],0
309,貝印,kai,kai貝印,[],0,[],0
310,藍帶,lv primeblue,lv primeblue藍帶,[],0,[],0
311,樂倍,lapetz,lapetz樂倍,[],0,[],0
312,多益得,all clean,all clean多益得,[],0,[],0
313,普洛斯,prosi,prosi普洛斯,['普洛斯'],0,[],0
314,奇美,chimei,chimei奇美,[],0,[],0
315,宏碁,acer,acer宏碁,[],0,"[('ace', 86)]",0
316,麥德絲肌,mildskin,mildskin麥德絲肌,[],0,"[('wildkin', 80)]",0
317,奇妮,gennies,gennies奇妮,[],0,[],0
318,適樂膚,cerave,cerave適樂膚,[],0,[],0
319,斐濟,fiji,fiji斐濟,[],0,[],0
320,綠野鮮食,health extension,health extension綠野鮮食,[],0,[],0
321,福壽,fuso pets,fuso pets福壽,[],1,[],0
322,奢華寶貝,bebe poshe,bebe poshe奢華寶貝,[],0,[],0
323,森歐黎漾,saholea,saholea森歐黎漾,['森歐黎漾'],0,"[('saholea', 100)]",0
324,健納緹,get naked,get naked健納緹,[],0,[],0
325,薇佳,swissvita,swissvita薇佳,[],0,[],0
326,瑞軒,amtran,amtran瑞軒,[],0,[],0
327,卡薩,casa,casa卡薩,[],0,"[('casa', 100)]",0
328,舊街場,oldtown,oldtown舊街場,[],0,[],0
329,花仙子,farcent,farcent花仙子,[],0,"[('farcent', 100)]",0
330,伊藤園,ito en,ito en伊藤園,['伊藤園'],0,[],0
331,蘭吉兒,l'egere,l'egere蘭吉兒,[],1,[],0
332,惹我,neuve,neuve惹我,[],0,[],0
333,巴絲特,baster,baster巴絲特,[],0,[],0
334,活力零食,gootoe,gootoe活力零食,[],0,[],0
335,恩荷,enherb,enherb恩荷,[],0,[],0
336,康貝,combi,combi康貝,['康貝'],0,"[('combi', 100), ('combo', 80)]",0
337,貝親,pigeon,pigeon貝親,['貝親'],0,[],0
338,蘭芝,laneige,laneige蘭芝,[],0,[],0
339,宏晉,hong jin,hong jin宏晉,[],0,[],0
340,繪子貓,econeco,econeco繪子貓,[],0,[],0
341,丸三,marusan,marusan丸三,[],0,[],0
342,八道,paldo,paldo八道,[],0,[],0
343,伊絲婷,elastine,elastine伊絲婷,[],0,[],0
344,虎牌,tiger,tiger虎牌,['虎牌'],0,[],0
345,柔蝶,roudye,roudye柔蝶,[],0,"[('rudy', 80)]",0
346,堤瑪露,timaru,timaru堤瑪露,[],0,[],0
347,盛源,shengyuan,shengyuan盛源,[],0,[],0
348,托斯卡,tuscan natural,tuscan natural托斯卡,[],0,[],0
349,嬌生,johnson's,johnson's嬌生,['嬌生'],0,[],0
350,慧心,smartheart,smartheart慧心,[],0,[],1
351,美心,masions,masions美心,[],0,[],0
352,健康時刻,chewy time,chewy time健康時刻,[],0,[],0
353,艾沛,ipet,ipet艾沛,[],0,[],0
354,艾芮克,i-rocks,i-rocks艾芮克,[],0,[],0
355,艾富鮮,a freschi srl,a freschi srl艾富鮮,[],0,[],0
356,塔谷米,takumi,takumi塔谷米,[],0,"[('takumi', 100)]",0
357,美肌醫生,df,df美肌醫生,[],0,[],0
358,思美洛,ice,ice思美洛,[],0,[],0
359,可娜,kona,kona可娜,[],0,[],0
360,咖啡講,caffe chat,caffe chat咖啡講,[],0,[],0
361,美咖,mkup,mkup美咖,[],0,[],0
362,船井醫朵保養,ido,ido船井醫朵保養,[],0,[],0
363,麗仕,lux,lux麗仕,['麗仕'],0,[],0
364,康寧,corningware,corningware康寧,[],0,[],0
365,深海美肌專家,psk,psk深海美肌專家,[],0,[],1
366,倍立雅,beautia,beautia倍立雅,[],0,[],0
367,阿葵亞,aquair,aquair阿葵亞,[],0,[],0
368,賽吉兒,saugella,saugella賽吉兒,[],0,[],0
369,富及第,frigidaire,frigidaire富及第,['富及第'],0,[],0
370,阿爾卡特,alcatel,alcatel阿爾卡特,[],0,[],0
371,旺德,wonder,wonder旺德,[],0,"[('dr.wonder', 80)]",0
372,咪碼,mimar,mimar咪碼,[],0,[],0
373,蜜濃,minon aminomoist,minon aminomoist蜜濃,[],0,[],0
374,伊德爾,el,el伊德爾,['伊德爾'],0,[],0
375,美茜兒,maycheer,maycheer美茜兒,[],0,"[('maycheer', 100)]",0
376,安娜柏林,annemarie borlind,annemarie borlind安娜柏林,[],0,[],0
377,巴黎萊雅,l'oreal paris,l'oreal paris巴黎萊雅,[],0,[],0
378,克寧,klim,klim克寧,['克寧'],0,[],0
379,沛麗康,pelican,pelican沛麗康,[],0,[],0
380,思高,siegal,siegal思高,[],0,[],0
381,歐瑞,yarrah,yarrah歐瑞,[],0,[],0
382,丹,dan,dan丹,[],0,[],0
383,貝麗瑪丹,belle madame,belle madame貝麗瑪丹,[],0,[],0
384,微星,msi,msi微星,[],0,[],1
385,娜艾菩,naive,naive娜艾菩,[],0,[],0
386,怡麗絲爾,elixir,elixir怡麗絲爾,[],0,[],0
387,人因科技,ergotech,ergotech人因科技,[],0,[],0
388,凱夢,dream trend,dream trend凱夢,[],0,[],0
389,舒味思,schweppes,schweppes舒味思,['舒味思'],0,[],0
390,倍思,baseus,baseus倍思,[],0,[],0
391,屈臣氏,watsons,watsons屈臣氏,['屈臣氏'],0,"[('watsons', 100)]",0
392,自然癮食,addiction,addiction自然癮食,[],0,[],0
393,怪獸部落,litomon,litomon怪獸部落,['怪獸部落'],0,[],0
394,華為,huawei,huawei華為,[],0,[],0
395,恩倍思,embryolisse,embryolisse恩倍思,[],0,[],0
396,新肌霓,ingeni,ingeni新肌霓,[],0,[],0
397,卡格,kakato,kakato卡格,[],0,[],0
398,麗膚再生,revive,revive麗膚再生,[],0,[],0
399,逸萱秀,essentia,essentia逸萱秀,[],0,[],0
400,科克蘭,kirkland signature,kirkland signature科克蘭,[],1,[],0
401,日本,lishan,lishan日本,[],0,[],0
402,歐斯恩,oceanique,oceanique歐斯恩,['歐斯恩'],0,[],0
403,威比,wellbe,wellbe威比,[],0,[],0
404,完美日記,perfect diary,perfect diary完美日記,[],0,[],0
405,潤波,rinpoo,rinpoo潤波,[],0,[],0
406,優妹,u-may,u-may優妹,[],0,[],0
407,美體小舖,the body shop,the body shop美體小舖,[],0,"[('the body shop', 100), ('on the body', 83)]",0
408,蕾斯卡歐,lescaut,lescaut蕾斯卡歐,[],0,[],0
409,潔美淨,physiogel,physiogel潔美淨,[],0,[],0
410,魔爪,monster energy,monster energy魔爪,[],0,[],0
411,森鮮,forest,forest森鮮,[],0,[],0
412,韓波俐,hanboly,hanboly韓波俐,['韓波俐'],0,[],0
413,巴黎帕芬,parfum,parfum巴黎帕芬,[],0,"[('parfum', 100)]",0
414,台菱,paddy,paddy台菱,[],0,[],0
415,奧藍多,allando,allando奧藍多,[],0,"[('palladio', 80)]",0
416,菲蘇德美,phisoderm,phisoderm菲蘇德美,['菲蘇德美'],0,[],0
417,技嘉,gigabyte,gigabyte技嘉,[],0,[],0
418,愛惠浦,everpure,everpure愛惠浦,[],0,[],0
419,愛恩富,anf,anf愛恩富,['愛恩富'],0,[],0
420,康定,contin,contin康定,[],0,[],0
421,美洲獅,cougar,cougar美洲獅,[],0,[],0
422,慕之恬廊,mustela,mustela慕之恬廊,[],0,"[('mustela', 100)]",0
423,史普尼克,sputnik,sputnik史普尼克,[],0,[],0
424,聯想,lenovo,lenovo聯想,[],0,[],0
425,沙宣,vs,vs沙宣,['沙宣'],0,[],0
426,芙莉思,freeplus,freeplus芙莉思,[],0,[],0
427,德國達麗,dalli,dalli德國達麗,[],0,[],0
428,美人網,pg,pg美人網,[],0,"[('apg', 80)]",0
429,潤肌精,junkisei prime,junkisei prime潤肌精,[],0,[],0
430,三菱,mitsubishi,mitsubishi三菱,['三菱'],0,[],0
431,巴西里亞,brasilia,brasilia巴西里亞,[],0,[],0
432,戀愛密碼,love code,love code戀愛密碼,[],0,[],0
433,九陽,joyoung,joyoung九陽,['九陽'],0,[],0
434,饗食,peter,peter饗食,[],0,[],0
435,好味小姐,lady flavor,lady flavor好味小姐,[],0,[],0
436,台塑生醫,dr's formula,dr's formula台塑生醫,['台塑生醫'],1,[],0
437,嬌聯,unicharm,unicharm嬌聯,[],0,[],0
438,豐力富,fernleaf,fernleaf豐力富,[],0,[],0
439,東洋,qtta,qtta東洋,[],0,[],0
440,澳寶,opal,opal澳寶,[],0,[],0
441,微卡,ifit,ifit微卡,[],0,[],0
442,無印良品,muji,muji無印良品,['無印良品'],0,[],0
443,日本,toffy,toffy日本,[],0,"[('toffy', 100)]",0
444,歐芮坦,orita,orita歐芮坦,['歐芮坦'],0,"[('brita', 80)]",0
445,澎澎,pon pon manman,pon pon manman澎澎,['澎澎'],0,[],0
446,綠藤生機,greenvines,greenvines綠藤生機,['綠藤生機'],0,[],0
447,蔻蘿蘭,klorane,klorane蔻蘿蘭,['蔻蘿蘭'],0,[],0
448,奇拉,keyra,keyra奇拉,[],0,[],0
449,咪歐,me-o,me-o咪歐,[],0,[],0
450,科皙佳,corsica,corsica科皙佳,[],0,"[('corsica', 100)]",0
451,貝恩,baan,baan貝恩,['貝恩'],0,"[('baan', 100)]",0
452,朵法,darphin,darphin朵法,[],0,[],0
453,艾黎亞,anriea,anriea艾黎亞,['艾黎亞'],0,[],0
454,優生,us baby,us baby優生,['優生'],0,[],0
455,樂透,beaphar,beaphar樂透,[],0,[],0
456,媞爾妮,deary,deary媞爾妮,[],0,"[('deary', 100), ('dear my', 83)]",0
457,紐健士,supreme source,supreme source紐健士,[],0,[],0
458,康朵,qundo,qundo康朵,['康朵'],0,[],0
459,康芙麗,comefree,comefree康芙麗,[],0,[],0
460,德國冰豹,roccat,roccat德國冰豹,[],0,[],0
461,艾翠斯,atrix,atrix艾翠斯,[],0,[],0
462,大河,taiga,taiga大河,['大河'],0,"[('taiga', 100)]",0
463,博寶兒,probo,probo博寶兒,[],0,"[('probox', 91)]",0
464,倫敦芮魅,rimmel,rimmel倫敦芮魅,[],0,[],0
465,唯潔,whimzees,whimzees唯潔,[],0,[],0
466,倫士度,lucido,lucido倫士度,[],0,[],0
467,蘭韻,la lune,la lune蘭韻,['蘭韻'],0,[],0
468,歐坷蔓,alkmene,alkmene歐坷蔓,[],0,[],0
469,水之印,aqua label,aqua label水之印,[],0,[],0
470,吟麗,dydo,dydo吟麗,[],0,"[('dydo', 100)]",0
471,美亞,meyer,meyer美亞,[],0,[],0
472,布朗博士,dr. bronner's,dr. bronner's布朗博士,['布朗博士'],0,[],0
473,娜奧,now,now娜奧,[],0,"[('now!', 100)]",0
474,思親膚,skinfood,skinfood思親膚,[],0,[],0
475,名象,min shiang,min shiang名象,[],0,[],0
476,諾鈣,c,c諾鈣,[],0,[],0
477,美喵人生,o’kat,o’kat美喵人生,[],0,[],0
478,維齊,vi.chi,vi.chi維齊,[],0,[],0
479,澳佳寶,blackmores,blackmores澳佳寶,[],0,[],0
480,卡比,canidae,canidae卡比,[],0,[],0
481,歐恩,on,on歐恩,[],0,"[('one', 80), ('mon', 80)]",0
482,黎可詩,nuxe,nuxe黎可詩,[],0,[],1
483,沛醫亞,pair,pair沛醫亞,[],0,[],0
484,克奈圃,kneipp,kneipp克奈圃,['克奈圃'],0,[],0
485,日清,nissin,nissin日清,['日清'],0,[],0
486,碧唇,blistex,blistex碧唇,[],0,[],0
487,芬達,fanta,fanta芬達,[],0,[],0
488,茵芙莎,ipsa,ipsa茵芙莎,[],0,[],0
489,義大利,balzano,balzano義大利,[],0,"[('balzano', 100)]",0
490,歐森,awson,awson歐森,[],0,[],0
491,法國特福,tefal,tefal法國特福,[],0,[],1
492,大拇指,fp,fp大拇指,['大拇指'],0,[],0
493,絲芙蒂,softymo,softymo絲芙蒂,[],0,[],0
494,三得利,suntory,suntory三得利,['三得利'],0,[],0
495,德國雙人,zwilling,zwilling德國雙人,[],0,[],0
496,暹羅,desiam,desiam暹羅,[],0,[],0
497,威技牌,new widetech,new widetech威技牌,[],0,[],0
498,維吉,vegepet,vegepet維吉,[],0,[],0
499,亞曼尼,giorgio armani,giorgio armani亞曼尼,['armani亞曼尼'],0,"[('giorgio armani', 100)]",0
500,瓶中精靈,genie,genie瓶中精靈,[],0,[],0
501,百事可樂,pepsi,pepsi百事可樂,[],0,[],0
502,愛妥麗,atopiclair,atopiclair愛妥麗,[],0,[],0
503,紐樂芙,nulo,nulo紐樂芙,[],0,[],0
504,倍樂福,benevo,benevo倍樂福,[],0,[],0
505,小人物,minor figures,minor figures小人物,[],0,[],0
506,可伶可俐,clean&clear,clean&clear可伶可俐,[],0,[],0
507,得美登,dermeden,dermeden得美登,[],0,[],0
508,保羅叔叔,uncle paul,uncle paul保羅叔叔,[],0,[],0
509,百工,decker,decker百工,[],0,[],0
510,歐漾,alya,alya歐漾,[],0,"[('alyea', 89)]",0
511,長紅,everred,everred長紅,[],0,[],0
512,曜越,tt esports,tt esports曜越,[],0,[],0
513,喜樂寵宴,joy food,joy food喜樂寵宴,[],0,[],0
514,嬌蘭,guerlain,guerlain嬌蘭,[],0,[],0
515,日本樂敦,rohto,rohto日本樂敦,[],0,[],1
516,日卜力,daily boost,daily boost日卜力,[],0,[],0
517,英國,rab,rab英國,[],0,[],0
518,伊夫·聖羅蘭,ysl,ysl伊夫·聖羅蘭,[],0,"[('sl', 80)]",1
519,瑪恩吉,monge,monge瑪恩吉,[],0,[],0
520,沛柔,pearlau,pearlau沛柔,[],0,[],0
521,捷藝,jetart,jetart捷藝,[],0,[],0
522,統一寶多福,petlife,petlife統一寶多福,[],1,[],0
523,詩杭,siau,siau詩杭,[],0,[],0
524,沛優絲,bioblas,bioblas沛優絲,[],0,[],0
525,貓侍,catpool,catpool貓侍,[],0,[],0
526,克瑞斯,crius,crius克瑞斯,[],0,[],0
527,精油大學,faceschool,faceschool精油大學,[],0,[],0
528,諾婕蒂,nobori,nobori諾婕蒂,[],0,[],0
529,朝日,asahi,asahi朝日,['朝日'],0,"[('asahi', 100)]",0
530,三多,sentosa,sentosa三多,['三多'],0,[],0
531,喜凱露,hikaru,hikaru喜凱露,[],0,"[('haru', 80)]",0
532,富士通,fujitsu,fujitsu富士通,['富士通'],0,[],0
533,膳魔師,thermos,thermos膳魔師,[],0,[],0
534,未來實驗室,future lab.,future lab.未來實驗室,[],1,[],0
535,掠奪者,predator shot,predator shot掠奪者,[],0,[],0
536,美迪惠爾,mediheal,mediheal美迪惠爾,[],0,[],0
537,喬亞,georgia,georgia喬亞,[],0,[],0
538,佐登妮絲,jourdeness,jourdeness佐登妮絲,['佐登妮絲'],0,[],0
539,韓國,cj,cj韓國,[],0,[],0
540,肯拿士,canus,canus肯拿士,[],0,[],0
541,皇冠,crown,crown皇冠,['皇冠'],0,[],0
542,雅聞,arwin,arwin雅聞,[],0,[],0
543,艾草,isntree,isntree艾草,[],0,[],0
544,德美醫研,derma lab,derma lab德美醫研,[],0,"[('dermal', 80)]",0
545,珂瑪德,gamarde,gamarde珂瑪德,[],0,[],0
546,未來實驗室,future lab,future lab未來實驗室,['future lab.未來實驗室'],0,[],0
547,新科若林,skinrolling,skinrolling新科若林,[],0,[],0
548,多納滋,natural pie,natural pie多納滋,[],0,[],0
549,美國貝克,petag,petag美國貝克,[],0,"[('petia', 80)]",0
550,澳維花園,ausgarden,ausgarden澳維花園,[],0,[],0
551,可瑞絲,kerasys,kerasys可瑞絲,[],0,[],0
552,美津濃,mizuno,mizuno美津濃,[],0,[],1
553,艾芙美,a-derma,a-derma艾芙美,[],0,"[('derma', 83)]",0
554,摩爾思,mores,mores摩爾思,['摩爾思'],0,"[('more', 89)]",0
555,艾德蒙,aoc,aoc艾德蒙,[],0,"[('aoc', 100)]",0
556,普瑞納,purina,purina普瑞納,[],0,[],0
557,肯特,kent,kent肯特,[],0,"[('kent', 100)]",0
558,義大利草本專家,antica,antica義大利草本專家,[],0,"[('antian', 83)]",0
559,羅蜜歐,romeo,romeo羅蜜歐,[],0,[],1
560,伴您一生,be with you,be with you伴您一生,[],0,[],0
561,香蒲麗,shangpree,shangpree香蒲麗,[],0,[],0
562,樂卡克,le coq sportif,le coq sportif樂卡克,[],0,[],0
563,小蜜蜂爺爺,burt's bees,burt's bees小蜜蜂爺爺,[],0,"[(""burt's bees"", 100)]",0
564,小狗電器,puppy,puppy小狗電器,[],0,[],0
565,曼娜麗,manara,manara曼娜麗,[],0,[],0
566,伊薩娜,isana,isana伊薩娜,[],0,"[('isana', 100)]",0
567,美膳雅,cuisinart,cuisinart美膳雅,['美膳雅'],0,[],0
568,伊聖詩,escents,escents伊聖詩,"['伊聖詩', 'cosmescents伊聖詩']",0,[],0
569,黃禎憲,dr.huang,dr.huang黃禎憲,[],0,[],0
570,勝利體育,victor,victor勝利體育,[],0,"[('vico', 80)]",0
571,琺頌,fasun,fasun琺頌,[],0,"[('fasun', 100)]",0
572,倍舒暢300,300 probiotics 300,300 probiotics 300倍舒暢300,[],0,[],0
573,菲爾比,health philosophy,health philosophy菲爾比,[],0,[],0
574,奧兰諾,oranot,oranot奧兰諾,[],0,[],0
575,巔峰,ziwipeak,ziwipeak巔峰,[],0,[],0
576,統一,dr.milker,dr.milker統一,['統一'],1,[],0
577,法柏,bova,bova法柏,[],0,[],0
578,睿米科技,roidmi,roidmi睿米科技,[],0,[],0
579,娜麗絲,naris up,naris up娜麗絲,[],0,[],0
580,娜普菈,napla,napla娜普菈,[],0,[],0
581,妮娜小姐,miss nella,miss nella妮娜小姐,[],0,[],0
582,凱婷,kate,kate凱婷,['kate tokyo凱婷'],0,"[('skater', 80)]",0
583,艾德凡斯,advanced,advanced艾德凡斯,[],0,[],0
584,芳吉絲,heit miro,heit miro芳吉絲,[],0,[],0
585,法國小橄欖樹,le petit olivier,le petit olivier法國小橄欖樹,[],0,[],0
586,艾蜜塔,apivita,apivita艾蜜塔,[],0,"[('apivita', 100)]",0
587,護一生,ts6,ts6護一生,[],0,"[('ts6', 100), ('ts', 80)]",0
588,廣源良,kuanyuanlian,kuanyuanlian廣源良,[],0,[],0
589,橋登,jordon,jordon橋登,[],0,"[('jordan', 83)]",0
590,荷柏園,herbox,herbox荷柏園,['荷柏園'],0,[],0
591,伊夫‧黎雪,yves rocher,yves rocher伊夫‧黎雪,[],0,"[('yves rocher', 100)]",0
592,洛斯巴赫,rosbacher,rosbacher洛斯巴赫,[],0,[],0
593,小綠,gtech,gtech小綠,[],0,[],0
594,莫凡彼,movenpick,movenpick莫凡彼,['莫凡彼'],0,[],0
595,石頭科技,roborock,roborock石頭科技,['石頭科技'],0,[],0
596,微繫時光,romeo l.,romeo l.微繫時光,[],0,[],0
597,純在,natural benefits,natural benefits純在,[],0,[],0
598,魔女工廠,ma:nyo,ma:nyo魔女工廠,[],0,[],0
599,得偉,dewalt,dewalt得偉,[],0,[],0
600,娜法莉,navallihill,navallihill娜法莉,[],0,[],0
601,創傑,ducky,ducky創傑,[],0,"[('lucky', 80)]",0
602,薇霓肌本,vanicream,vanicream薇霓肌本,[],0,[],0
603,植物物語,herb blend,herb blend植物物語,[],0,[],0
604,科西塔,kucinta,kucinta科西塔,[],0,[],0
605,貓食坊,cat food square,cat food square貓食坊,[],0,[],0
606,富士電通,fujitek,fujitek富士電通,[],0,[],0
607, 甦秘,su:m37,su:m37 甦秘,[],0,[],0
608,脆樂芙,thrive,thrive脆樂芙,[],0,[],0
609,芭樂雅,balea,balea芭樂雅,[],0,"[('alyea', 80)]",0
610,好肌膚精華研究室,bffect,bffect好肌膚精華研究室,[],0,"[('bffect', 100)]",0
611,歌薇,goldwell,goldwell歌薇,[],0,[],0
612,藍寶,blaupunkt,blaupunkt藍寶,['藍寶'],0,[],0
613,娜拉兒,naturactor,naturactor娜拉兒,[],0,[],0
614,麥斯威爾,maxwell,maxwell麥斯威爾,[],0,[],0
615,百匡,biocrown,biocrown百匡,[],0,[],0
616,曙光,spring,spring曙光,[],0,[],0
617,黛若詩琳,dazzleslim,dazzleslim黛若詩琳,[],0,[],0
618,諾格那,logona,logona諾格那,[],0,[],0
619,瑞奇,rich.c,rich.c瑞奇,[],0,[],0
620,紐崔斯,nutrience,nutrience紐崔斯,[],0,[],0
621,荒野饗宴,dance with wolf,dance with wolf荒野饗宴,[],0,[],0
622,戴森,dyson,dyson戴森,[],0,"[('dyson', 100)]",0
623,貝貝實驗室,babe,babe貝貝實驗室,['貝貝實驗室'],0,[],0
624,柏萊富,blackwood,blackwood柏萊富,[],0,[],0
625,媄莉,malie,malie媄莉,[],0,[],0
626,森林擴香,amaze,amaze森林擴香,[],0,[],0
627,恩傑,nzxt,nzxt恩傑,[],0,[],0
628,聖克萊爾,stclare,stclare聖克萊爾,['st.clare聖克萊爾'],0,[],0
629,奇拉朵,kiladoll,kiladoll奇拉朵,[],0,[],0
630,澳潔蕬,ausganica,ausganica澳潔蕬,['澳潔蕬'],0,[],0
631,新健綠,greenies,greenies新健綠,[],0,[],0
632,鷹王,kingeagle,kingeagle鷹王,[],0,[],0
633,伊莉亞,ellia,ellia伊莉亞,[],0,[],0
634,蓓昂斯,byphasse,byphasse蓓昂斯,[],0,[],0
635,家福,carrefour,carrefour家福,['家福'],0,[],0
636,皺效奇蹟,strivectin,strivectin皺效奇蹟,[],0,"[('strivectin', 100)]",0
637,艾迪美,acimed,acimed艾迪美,[],0,[],0
638,維爾滋,wealtz,wealtz維爾滋,[],0,[],0
639,羅密歐,romeo,romeo羅密歐,['羅密歐'],0,[],1
640,哥倫比亞,columbia,columbia哥倫比亞,[],0,[],0
641,邦比,pantop,pantop邦比,[],0,[],0
642,草本莊園,krauterhof,krauterhof草本莊園,[],0,[],0
643,得而康,dulgon,dulgon得而康,[],0,[],0
644,達特聖克,dr.cink,dr.cink達特聖克,[],0,[],0
645,黛珂,cosme decorte,cosme decorte黛珂,[],0,[],0
646,雅芳,avon,avon雅芳,[],0,"[('avalon', 80), ('lavons', 80)]",0
647,和成,hcg,hcg和成,['和成'],0,[],0
648,小巴黎,debalets,debalets小巴黎,[],0,[],0
649,品諾,pinoh,pinoh品諾,[],0,[],0
650,莎特,satter,satter莎特,[],0,"[('skater', 83)]",0
651,爵士貓吧,bbuy,bbuy爵士貓吧,['爵士貓吧'],0,[],0
652,逸盛,esense,esense逸盛,[],0,[],1
653,泡舒,paos,paos泡舒,[],0,[],0
654,艾美特,airmate,airmate艾美特,['艾美特'],0,[],0
655,博世,bosch,bosch博世,[],0,[],0
656,直白,zhibai,zhibai直白,[],0,[],0
657,匠香,yeastmaster,yeastmaster匠香,[],0,[],0
658,香蕉船,banana boat,banana boat香蕉船,[],0,[],0
659,啟蒙,gemon,gemon啟蒙,[],0,"[('demon', 80)]",0
660,樂益活,meridlife,meridlife樂益活,[],0,[],0
661,白雪,snow white,snow white白雪,['白雪'],0,[],0
662,桑名,sanjirushi,sanjirushi桑名,[],0,[],0
663,一家人,our family,our family一家人,['一家人'],0,[],0
664,德妍思,dms,dms德妍思,['德妍思'],0,[],0
665,韓國,lacto,lacto韓國,[],0,[],0
666,亞歷桑納,arizona,arizona亞歷桑納,[],0,[],0
667,自然牧場,natural farm,natural farm自然牧場,[],0,[],0
668,挪威,mill,mill挪威,[],0,[],0
669,貝卡,beka,beka貝卡,[],0,[],0
670,愛麗思歐雅瑪,iris ohyama,iris ohyama愛麗思歐雅瑪,[],0,"[('iris ohyama', 100)]",1
671,德國世家,dr. hauschka,dr. hauschka德國世家,[],0,[],0
672,法國,najel,najel法國,[],0,"[('najel', 100)]",0
673,山加利,sangaria,sangaria山加利,[],0,"[('sangaria', 100)]",0
674,愛卜,apro,apro愛卜,[],0,"[('maqpro', 80)]",0
675,歐客佬,oklao,oklao歐客佬,['歐客佬'],0,[],0
676,聖碧濤,san benedetto,san benedetto聖碧濤,[],0,"[('san benedetto', 100)]",0
677,卡樂比,calbee,calbee卡樂比,[],0,[],0
678,倍科,beko,beko倍科,[],0,[],0
679,森林小舖,fs,fs森林小舖,[],0,[],0
680,囍碗,loveabowl,loveabowl囍碗,[],0,[],0
681,霸虎,buff,buff霸虎,[],0,[],0
682,德爾瑪,deerma,deerma德爾瑪,[],0,"[('derma', 91), ('dermal', 83)]",0
683,福紅,fuchs,fuchs福紅,[],0,[],0
684,錘子,blade,blade錘子,[],0,"[('bladez', 91)]",0
685,御宴,goen,goen御宴,[],0,"[('golden', 80)]",0
686,麥維樂,viola,viola麥維樂,[],0,"[('avila', 80)]",0
687,吉尼斯,gennis,gennis吉尼斯,[],0,[],0
688,德律風根,telefunken,telefunken德律風根,['德律風根'],0,[],0
689,潘柔,panrose,panrose潘柔,[],0,[],0
690,達樂,dale,dale達樂,[],0,[],0
